,Name,Address,Type,Latitude_MAIN,Longitude_MAIN,Latitude_temp,Longitude_temp
0,Bank of India,"Star House, Near Bank Pul (Near (ROB)), Gomti Nagar, Lucknow",bank,26.79247,80.88419,26.7897400,80.8890300
1,Bank of India,"Star House, Near Bank Pul (Near (ROB)), Gomti Nagar, Lucknow",finance,26.79247,80.88419,26.7897400,80.8890300
2,Bank of India,"Star House, Near Bank Pul (Near (ROB)), Gomti Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7897400,80.8890300
3,Bank of India,"Star House, Near Bank Pul (Near (ROB)), Gomti Nagar, Lucknow",establishment,26.79247,80.88419,26.7897400,80.8890300
4,State Bank,"Balaji Complex, Kanpur Road, Kanpur Road, Krishna Complex, Krishna Nagar, Lucknow",atm,26.79247,80.88419,26.7956800,80.8927600
5,State Bank,"Balaji Complex, Kanpur Road, Kanpur Road, Krishna Complex, Krishna Nagar, Lucknow",finance,26.79247,80.88419,26.7956800,80.8927600
6,State Bank,"Balaji Complex, Kanpur Road, Kanpur Road, Krishna Complex, Krishna Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7956800,80.8927600
7,State Bank,"Balaji Complex, Kanpur Road, Kanpur Road, Krishna Complex, Krishna Nagar, Lucknow",establishment,26.79247,80.88419,26.7956800,80.8927600
8,Sahara India,"Hind Nagar, Kanpur Road, Hind Nagar, Lucknow",food,26.79247,80.88419,26.7954300,80.8930100
9,Sahara India,"Hind Nagar, Kanpur Road, Hind Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7954300,80.8930100
10,Sahara India,"Hind Nagar, Kanpur Road, Hind Nagar, Lucknow",store,26.79247,80.88419,26.7954300,80.8930100
11,Sahara India,"Hind Nagar, Kanpur Road, Hind Nagar, Lucknow",establishment,26.79247,80.88419,26.7954300,80.8930100
12,Next,"569-k/182, Sneh Nagar, Alambagh, Sneh Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7941355,80.8848199
13,Next,"569-k/182, Sneh Nagar, Alambagh, Sneh Nagar, Lucknow",establishment,26.79247,80.88419,26.7941355,80.8848199
14,Properties in Lucknow,"Krishna Nagar Colony, Krishna Nagar, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7957146,80.8863111
15,Properties in Lucknow,"Krishna Nagar Colony, Krishna Nagar, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7957146,80.8863111
16,United India Insurance,"Krishna Nagar Market, Vijay Nagar Colony, Krishna Nagar, Alambagh, Lucknow",insurance_agency,26.79247,80.88419,26.7903588,80.8872728
17,United India Insurance,"Krishna Nagar Market, Vijay Nagar Colony, Krishna Nagar, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7903588,80.8872728
18,United India Insurance,"Krishna Nagar Market, Vijay Nagar Colony, Krishna Nagar, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7903588,80.8872728
19,ELIXIR HOMEO CLINIC LUCKNOW,"Alambagh, Plot No. 862 Shop No4 Shringar Nagar, Shrinagar Near B.N. Lal Vocational I, Lucknow",health,26.79247,80.88419,26.7941360,80.8848200
20,ELIXIR HOMEO CLINIC LUCKNOW,"Alambagh, Plot No. 862 Shop No4 Shringar Nagar, Shrinagar Near B.N. Lal Vocational I, Lucknow",point_of_interest,26.79247,80.88419,26.7941360,80.8848200
21,ELIXIR HOMEO CLINIC LUCKNOW,"Alambagh, Plot No. 862 Shop No4 Shringar Nagar, Shrinagar Near B.N. Lal Vocational I, Lucknow",establishment,26.79247,80.88419,26.7941360,80.8848200
22,New Public Inter College,"New Public Inter College, 54a Indralok colony, Krishna Nagar, Lucknow",school,26.79247,80.88419,26.7965407,80.8861450
23,New Public Inter College,"New Public Inter College, 54a Indralok colony, Krishna Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7965407,80.8861450
24,New Public Inter College,"New Public Inter College, 54a Indralok colony, Krishna Nagar, Lucknow",establishment,26.79247,80.88419,26.7965407,80.8861450
25,Astik Computer Education,"Bhola Khera Krishna Nagar, Krishna Nagar, Vijay Nagar Colony, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7940665,80.8862246
26,Astik Computer Education,"Bhola Khera Krishna Nagar, Krishna Nagar, Vijay Nagar Colony, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7940665,80.8862246
27,classifieds India,India,point_of_interest,26.79247,80.88419,26.7957146,80.8863111
28,classifieds India,India,establishment,26.79247,80.88419,26.7957146,80.8863111
29,Shree Sai Samaz Kalyan Sansthan,"566/27 Ga, jai Prakash Nagar,, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7941360,80.8848200
30,Shree Sai Samaz Kalyan Sansthan,"566/27 Ga, jai Prakash Nagar,, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7941360,80.8848200
31,Jobs Classifieds,"555kha/99/14kha New Ashutosh Nagar, krishna Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7957146,80.8863111
32,Jobs Classifieds,"555kha/99/14kha New Ashutosh Nagar, krishna Nagar, Lucknow",establishment,26.79247,80.88419,26.7957146,80.8863111
33,Literacy House,"Vijay Nagar Colony, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7876995,80.8868946
34,Literacy House,"Vijay Nagar Colony, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7876995,80.8868946
35,Shashi Niketan Marriage Hall,"Kanpur - Lucknow Road, Vishnulok Colony, Krishna Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7896340,80.8841724
36,Shashi Niketan Marriage Hall,"Kanpur - Lucknow Road, Vishnulok Colony, Krishna Nagar, Lucknow",establishment,26.79247,80.88419,26.7896340,80.8841724
37,College of Studies And Advancement,"H. no M 50, Manas Nagar Road Indralok Colony, Krishna Nagar, Lucknow",point_of_interest,26.79247,80.88419,26.7930741,80.8802188
38,College of Studies And Advancement,"H. no M 50, Manas Nagar Road Indralok Colony, Krishna Nagar, Lucknow",establishment,26.79247,80.88419,26.7930741,80.8802188
39,MJ Dance Academy,"near Metro Station, Beside New Public School, Krishna Nagar, near Metro Station, Lucknow",point_of_interest,26.79247,80.88419,26.7967980,80.8863780
40,MJ Dance Academy,"near Metro Station, Beside New Public School, Krishna Nagar, near Metro Station, Lucknow",establishment,26.79247,80.88419,26.7967980,80.8863780
41,Dr B.R. Ambedkar,"Ambedkar Nagar, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",school,26.79247,80.88419,26.7932640,80.8851380
42,Dr B.R. Ambedkar,"Ambedkar Nagar, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7932640,80.8851380
43,Dr B.R. Ambedkar,"Ambedkar Nagar, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7932640,80.8851380
44,Gupta Dental Clinic,"148, Vijay Nagar, Kanpur Road, Lucknow, 3-A, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",dentist,26.79247,80.88419,26.7943182,80.8860721
45,Gupta Dental Clinic,"148, Vijay Nagar, Kanpur Road, Lucknow, 3-A, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",health,26.79247,80.88419,26.7943182,80.8860721
46,Gupta Dental Clinic,"148, Vijay Nagar, Kanpur Road, Lucknow, 3-A, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",point_of_interest,26.79247,80.88419,26.7943182,80.8860721
47,Gupta Dental Clinic,"148, Vijay Nagar, Kanpur Road, Lucknow, 3-A, Asharam Bapu Ashram Road, Vijay Nagar Colony, Alambagh, Lucknow",establishment,26.79247,80.88419,26.7943182,80.8860721
48,LDA Colony,LDA Colony,sublocality_level_1,26.79247,80.88419,26.7890374,80.9095752
49,LDA Colony,LDA Colony,sublocality,26.79247,80.88419,26.7890374,80.9095752
50,LDA Colony,LDA Colony,political,26.79247,80.88419,26.7890374,80.9095752
51,UPEPL,"Amar Shaheed Path, Omaxe City, Lucknow",point_of_interest,26.76025,80.92008,26.7596349,80.9226531
52,UPEPL,"Amar Shaheed Path, Omaxe City, Lucknow",establishment,26.76025,80.92008,26.7596349,80.9226531
53,Axis Bank ATM,"Ward No 3, Ground Floor, Indrani Tower, Sarojini Nagar, Lucknow",atm,26.76025,80.92008,26.7601400,80.9198800
54,Axis Bank ATM,"Ward No 3, Ground Floor, Indrani Tower, Sarojini Nagar, Lucknow",bank,26.76025,80.92008,26.7601400,80.9198800
55,Axis Bank ATM,"Ward No 3, Ground Floor, Indrani Tower, Sarojini Nagar, Lucknow",finance,26.76025,80.92008,26.7601400,80.9198800
56,Axis Bank ATM,"Ward No 3, Ground Floor, Indrani Tower, Sarojini Nagar, Lucknow",point_of_interest,26.76025,80.92008,26.7601400,80.9198800
57,Axis Bank ATM,"Ward No 3, Ground Floor, Indrani Tower, Sarojini Nagar, Lucknow",establishment,26.76025,80.92008,26.7601400,80.9198800
58,HARIOM MISHRA,"OMAXE AVENUE 210 LUCKNOW, Lucknow",point_of_interest,26.76025,80.92008,26.7606060,80.9205380
59,HARIOM MISHRA,"OMAXE AVENUE 210 LUCKNOW, Lucknow",establishment,26.76025,80.92008,26.7606060,80.9205380
60,The Wheels,"Shop No. L. G. F. 29,30 Opposite Rama Bai Park ,Shaheed PathOmaxe Avenue, Lucknow",point_of_interest,26.76025,80.92008,26.7600761,80.9211031
61,The Wheels,"Shop No. L. G. F. 29,30 Opposite Rama Bai Park ,Shaheed PathOmaxe Avenue, Lucknow",establishment,26.76025,80.92008,26.7600761,80.9211031
62,SWEET LUSCIOUS BAKERY,"LGF 118 Omaxe Avenues, Omaxe City Bijnaur Road, Lucknow",bakery,26.76025,80.92008,26.7603471,80.9213118
63,SWEET LUSCIOUS BAKERY,"LGF 118 Omaxe Avenues, Omaxe City Bijnaur Road, Lucknow",food,26.76025,80.92008,26.7603471,80.9213118
64,SWEET LUSCIOUS BAKERY,"LGF 118 Omaxe Avenues, Omaxe City Bijnaur Road, Lucknow",point_of_interest,26.76025,80.92008,26.7603471,80.9213118
65,SWEET LUSCIOUS BAKERY,"LGF 118 Omaxe Avenues, Omaxe City Bijnaur Road, Lucknow",store,26.76025,80.92008,26.7603471,80.9213118
66,SWEET LUSCIOUS BAKERY,"LGF 118 Omaxe Avenues, Omaxe City Bijnaur Road, Lucknow",establishment,26.76025,80.92008,26.7603471,80.9213118
67,Singsys,"1st Floor, Omaxe Avenue Unit #4 to #8, Lucknow",point_of_interest,26.76025,80.92008,26.7603570,80.9214900
68,Singsys,"1st Floor, Omaxe Avenue Unit #4 to #8, Lucknow",establishment,26.76025,80.92008,26.7603570,80.9214900
69,Mod Galaxy City,"Bijnor Road, Omaxe City, Lucknow",point_of_interest,26.76025,80.92008,26.7609217,80.9186694
70,Mod Galaxy City,"Bijnor Road, Omaxe City, Lucknow",establishment,26.76025,80.92008,26.7609217,80.9186694
71,R.C Builders Wasi Ahmad,"R.C.builders,, Omaxe City, Lucknow",general_contractor,26.76025,80.92008,26.7598352,80.9183829
72,R.C Builders Wasi Ahmad,"R.C.builders,, Omaxe City, Lucknow",point_of_interest,26.76025,80.92008,26.7598352,80.9183829
73,R.C Builders Wasi Ahmad,"R.C.builders,, Omaxe City, Lucknow",establishment,26.76025,80.92008,26.7598352,80.9183829
74,Manipal Public School,"near Dr. B R. Ambedkar University, Raebareli Road, near Dr. B R. Ambedkar University, Omaxe City",school,26.76025,80.92008,26.7588841,80.9184855
75,Manipal Public School,"near Dr. B R. Ambedkar University, Raebareli Road, near Dr. B R. Ambedkar University, Omaxe City",point_of_interest,26.76025,80.92008,26.7588841,80.9184855
76,Manipal Public School,"near Dr. B R. Ambedkar University, Raebareli Road, near Dr. B R. Ambedkar University, Omaxe City",establishment,26.76025,80.92008,26.7588841,80.9184855
77,Manipal Public School Parking,"Omaxe City, Lucknow",school,26.76025,80.92008,26.7595645,80.9179660
78,Manipal Public School Parking,"Omaxe City, Lucknow",point_of_interest,26.76025,80.92008,26.7595645,80.9179660
79,Manipal Public School Parking,"Omaxe City, Lucknow",establishment,26.76025,80.92008,26.7595645,80.9179660
80,P5 Motors - Hero MotoCorp,"456, Raibareli Rd, Uthratia, Lucknow",point_of_interest,26.76025,80.92008,26.7619740,80.9220710
81,P5 Motors - Hero MotoCorp,"456, Raibareli Rd, Uthratia, Lucknow",store,26.76025,80.92008,26.7619740,80.9220710
82,P5 Motors - Hero MotoCorp,"456, Raibareli Rd, Uthratia, Lucknow",establishment,26.76025,80.92008,26.7619740,80.9220710
83,Think Pride,"Plot No.50, Opp.Manipal Public School, Aurangabad Khalsa, Lucknow",point_of_interest,26.76025,80.92008,26.7610820,80.9166833
84,Think Pride,"Plot No.50, Opp.Manipal Public School, Aurangabad Khalsa, Lucknow",establishment,26.76025,80.92008,26.7610820,80.9166833
85,Naksh Real Estate Company,"रोड, Bijnor Road, Aurangabad Jagir, रॉयल सिटी, निकट, ओमेक्स सिटी, Lucknow",real_estate_agency,26.76025,80.92008,26.7592670,80.9163360
86,Naksh Real Estate Company,"रोड, Bijnor Road, Aurangabad Jagir, रॉयल सिटी, निकट, ओमेक्स सिटी, Lucknow",point_of_interest,26.76025,80.92008,26.7592670,80.9163360
87,Naksh Real Estate Company,"रोड, Bijnor Road, Aurangabad Jagir, रॉयल सिटी, निकट, ओमेक्स सिटी, Lucknow",establishment,26.76025,80.92008,26.7592670,80.9163360
88,Maple Paradise,"Opposite Rama Bai Rally Sthal, Amar Saheed path, Opposite Rama Bai Rally Sthal, Padera - Raebareli Road, Lucknow",point_of_interest,26.76025,80.92008,26.7616200,80.9240196
89,Maple Paradise,"Opposite Rama Bai Rally Sthal, Amar Saheed path, Opposite Rama Bai Rally Sthal, Padera - Raebareli Road, Lucknow",establishment,26.76025,80.92008,26.7616200,80.9240196
90,Manipal Public School,"Raibareilly Road, Lucknow, Uttar Pradesh, Lucknow",school,26.76025,80.92008,26.7594864,80.9244596
91,Manipal Public School,"Raibareilly Road, Lucknow, Uttar Pradesh, Lucknow",point_of_interest,26.76025,80.92008,26.7594864,80.9244596
92,Manipal Public School,"Raibareilly Road, Lucknow, Uttar Pradesh, Lucknow",establishment,26.76025,80.92008,26.7594864,80.9244596
93,On sai electricals,"Bijnaur road, Aurangabad, Janhagir, Lucknow",point_of_interest,26.76025,80.92008,26.7586786,80.9156700
94,On sai electricals,"Bijnaur road, Aurangabad, Janhagir, Lucknow",store,26.76025,80.92008,26.7586786,80.9156700
95,On sai electricals,"Bijnaur road, Aurangabad, Janhagir, Lucknow",establishment,26.76025,80.92008,26.7586786,80.9156700
96,Mata Ramabai Ambedkar Maidan,"Amar Shaheed Path, Lucknow",tourist_attraction,26.76025,80.92008,26.7646606,80.9205646
97,Mata Ramabai Ambedkar Maidan,"Amar Shaheed Path, Lucknow",park,26.76025,80.92008,26.7646606,80.9205646
98,Mata Ramabai Ambedkar Maidan,"Amar Shaheed Path, Lucknow",point_of_interest,26.76025,80.92008,26.7646606,80.9205646
99,Mata Ramabai Ambedkar Maidan,"Amar Shaheed Path, Lucknow",establishment,26.76025,80.92008,26.7646606,80.9205646
100,Deep Enterprises,"Chandra Vihar(seema city) near, Omaxe City, Lucknow",bakery,26.76025,80.92008,26.7618450,80.9250330
101,Deep Enterprises,"Chandra Vihar(seema city) near, Omaxe City, Lucknow",food,26.76025,80.92008,26.7618450,80.9250330
102,Deep Enterprises,"Chandra Vihar(seema city) near, Omaxe City, Lucknow",point_of_interest,26.76025,80.92008,26.7618450,80.9250330
103,Deep Enterprises,"Chandra Vihar(seema city) near, Omaxe City, Lucknow",store,26.76025,80.92008,26.7618450,80.9250330
104,Deep Enterprises,"Chandra Vihar(seema city) near, Omaxe City, Lucknow",establishment,26.76025,80.92008,26.7618450,80.9250330
105,Amausi,Amausi,sublocality_level_1,26.76025,80.92008,26.7673571,80.8840897
106,Amausi,Amausi,sublocality,26.76025,80.92008,26.7673571,80.8840897
107,Amausi,Amausi,political,26.76025,80.92008,26.7673571,80.8840897
108,Amul Dairy Shop,"Nilmatha Cantt, Shia Lines, Neel Matha, Lucknow",food,26.7878,80.9672,26.7920735,80.9664488
109,Amul Dairy Shop,"Nilmatha Cantt, Shia Lines, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7920735,80.9664488
110,Amul Dairy Shop,"Nilmatha Cantt, Shia Lines, Neel Matha, Lucknow",store,26.7878,80.9672,26.7920735,80.9664488
111,Amul Dairy Shop,"Nilmatha Cantt, Shia Lines, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7920735,80.9664488
112,HItachi Ac Service Centre in Lucknow - Ac & Fridge Service,"Near Auto Stand, Nilmatha Bazar, Lucknow",electronics_store,26.7878,80.9672,26.7905896,80.9686511
113,HItachi Ac Service Centre in Lucknow - Ac & Fridge Service,"Near Auto Stand, Nilmatha Bazar, Lucknow",point_of_interest,26.7878,80.9672,26.7905896,80.9686511
114,HItachi Ac Service Centre in Lucknow - Ac & Fridge Service,"Near Auto Stand, Nilmatha Bazar, Lucknow",store,26.7878,80.9672,26.7905896,80.9686511
115,HItachi Ac Service Centre in Lucknow - Ac & Fridge Service,"Near Auto Stand, Nilmatha Bazar, Lucknow",establishment,26.7878,80.9672,26.7905896,80.9686511
116,The Unique Computers,"200, Opp Masjid, Neel Matha, Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7875794,80.9713572
117,The Unique Computers,"200, Opp Masjid, Neel Matha, Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7875794,80.9713572
118,ACC Cement,"Shia Lines, Neel Matha, Lucknow",general_contractor,26.7878,80.9672,26.7901581,80.9662664
119,ACC Cement,"Shia Lines, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7901581,80.9662664
120,ACC Cement,"Shia Lines, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7901581,80.9662664
121,Tanishq Restaurant,"Shia Lines, Neel Matha, Lucknow",restaurant,26.7878,80.9672,26.7884343,80.9655614
122,Tanishq Restaurant,"Shia Lines, Neel Matha, Lucknow",food,26.7878,80.9672,26.7884343,80.9655614
123,Tanishq Restaurant,"Shia Lines, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7884343,80.9655614
124,Tanishq Restaurant,"Shia Lines, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7884343,80.9655614
125,Callforcabs.in,"Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7875913,80.9671354
126,Callforcabs.in,"Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7875913,80.9671354
127,Zeroplasa Pvt. Ltd.,"Deputyganj, Shivpuram Colony, Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7877845,80.9677659
128,Zeroplasa Pvt. Ltd.,"Deputyganj, Shivpuram Colony, Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7877845,80.9677659
129,Ojha classes,"Shia Lines, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7886975,80.9648180
130,Ojha classes,"Shia Lines, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7886975,80.9648180
131,State Bank ATM,"Shia Lines, Neel Matha, Lucknow",atm,26.7878,80.9672,26.7891860,80.9650379
132,State Bank ATM,"Shia Lines, Neel Matha, Lucknow",finance,26.7878,80.9672,26.7891860,80.9650379
133,State Bank ATM,"Shia Lines, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7891860,80.9650379
134,State Bank ATM,"Shia Lines, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7891860,80.9650379
135,Vishal Cyber Cafe,"Nagram Road, Nilmatha Bazar, Cantonment, Lucknow",point_of_interest,26.7878,80.9672,26.7899960,80.9691570
136,Vishal Cyber Cafe,"Nagram Road, Nilmatha Bazar, Cantonment, Lucknow",establishment,26.7878,80.9672,26.7899960,80.9691570
137,Parag Dairy,"Near Auto Stand,Nilmatha Market",food,26.7878,80.9672,26.7900195,80.9694443
138,Parag Dairy,"Near Auto Stand,Nilmatha Market",point_of_interest,26.7878,80.9672,26.7900195,80.9694443
139,Parag Dairy,"Near Auto Stand,Nilmatha Market",establishment,26.7878,80.9672,26.7900195,80.9694443
140,ICICI BANK ATM,"Nilmatha Bazar, Lucknow",atm,26.7878,80.9672,26.7886206,80.9705120
141,ICICI BANK ATM,"Nilmatha Bazar, Lucknow",bank,26.7878,80.9672,26.7886206,80.9705120
142,ICICI BANK ATM,"Nilmatha Bazar, Lucknow",finance,26.7878,80.9672,26.7886206,80.9705120
143,ICICI BANK ATM,"Nilmatha Bazar, Lucknow",point_of_interest,26.7878,80.9672,26.7886206,80.9705120
144,ICICI BANK ATM,"Nilmatha Bazar, Lucknow",establishment,26.7878,80.9672,26.7886206,80.9705120
145,Pooja Trades,"Vijay Nagar, Nimatha, Vijay Nagar, Nimatha, Nilmatha Bazar, Lucknow",point_of_interest,26.7878,80.9672,26.7904800,80.9689400
146,Pooja Trades,"Vijay Nagar, Nimatha, Vijay Nagar, Nimatha, Nilmatha Bazar, Lucknow",store,26.7878,80.9672,26.7904800,80.9689400
147,Pooja Trades,"Vijay Nagar, Nimatha, Vijay Nagar, Nimatha, Nilmatha Bazar, Lucknow",establishment,26.7878,80.9672,26.7904800,80.9689400
148,Axis Bank ATM,"Bazar, Radha Swami Kirana Store, Nilmatha, Nagram - Nilmatha Road, Cantonment, Lucknow",atm,26.7878,80.9672,26.7887269,80.9705348
149,Axis Bank ATM,"Bazar, Radha Swami Kirana Store, Nilmatha, Nagram - Nilmatha Road, Cantonment, Lucknow",finance,26.7878,80.9672,26.7887269,80.9705348
150,Axis Bank ATM,"Bazar, Radha Swami Kirana Store, Nilmatha, Nagram - Nilmatha Road, Cantonment, Lucknow",point_of_interest,26.7878,80.9672,26.7887269,80.9705348
151,Axis Bank ATM,"Bazar, Radha Swami Kirana Store, Nilmatha, Nagram - Nilmatha Road, Cantonment, Lucknow",establishment,26.7878,80.9672,26.7887269,80.9705348
152,National Electronics,"Utratiya, Utratiya, Gupta Book Depot, Nilmatha, Lucknow",electronics_store,26.7878,80.9672,26.7861900,80.9724600
153,National Electronics,"Utratiya, Utratiya, Gupta Book Depot, Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7861900,80.9724600
154,National Electronics,"Utratiya, Utratiya, Gupta Book Depot, Nilmatha, Lucknow",store,26.7878,80.9672,26.7861900,80.9724600
155,National Electronics,"Utratiya, Utratiya, Gupta Book Depot, Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7861900,80.9724600
156,Durga Puri Durga Mandir,"Nilmatha, Lucknow",hindu_temple,26.7878,80.9672,26.7872768,80.9631027
157,Durga Puri Durga Mandir,"Nilmatha, Lucknow",place_of_worship,26.7878,80.9672,26.7872768,80.9631027
158,Durga Puri Durga Mandir,"Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7872768,80.9631027
159,Durga Puri Durga Mandir,"Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7872768,80.9631027
160,"Gupta tutorial's lko-cantt, Vijay Nagar, Neelmatha lko Cantt","Cantonment Rd,Nilmatha ,Vijay Nagar Chauraha Lilmatha Lko cantt Opposite To, Adarsh Nagar, Neel Matha, Lucknow",secondary_school,26.7878,80.9672,26.7864447,80.9710415
161,"Gupta tutorial's lko-cantt, Vijay Nagar, Neelmatha lko Cantt","Cantonment Rd,Nilmatha ,Vijay Nagar Chauraha Lilmatha Lko cantt Opposite To, Adarsh Nagar, Neel Matha, Lucknow",university,26.7878,80.9672,26.7864447,80.9710415
162,"Gupta tutorial's lko-cantt, Vijay Nagar, Neelmatha lko Cantt","Cantonment Rd,Nilmatha ,Vijay Nagar Chauraha Lilmatha Lko cantt Opposite To, Adarsh Nagar, Neel Matha, Lucknow",school,26.7878,80.9672,26.7864447,80.9710415
163,"Gupta tutorial's lko-cantt, Vijay Nagar, Neelmatha lko Cantt","Cantonment Rd,Nilmatha ,Vijay Nagar Chauraha Lilmatha Lko cantt Opposite To, Adarsh Nagar, Neel Matha, Lucknow",point_of_interest,26.7878,80.9672,26.7864447,80.9710415
164,"Gupta tutorial's lko-cantt, Vijay Nagar, Neelmatha lko Cantt","Cantonment Rd,Nilmatha ,Vijay Nagar Chauraha Lilmatha Lko cantt Opposite To, Adarsh Nagar, Neel Matha, Lucknow",establishment,26.7878,80.9672,26.7864447,80.9710415
165,Lakshya Enterprises,"Vijayanagar Chauraha, Nilmatha, Lucknow",point_of_interest,26.7878,80.9672,26.7866340,80.9711854
166,Lakshya Enterprises,"Vijayanagar Chauraha, Nilmatha, Lucknow",establishment,26.7878,80.9672,26.7866340,80.9711854
167,Cantonment,Cantonment,sublocality_level_1,26.7878,80.9672,26.8069878,80.9484195
168,Cantonment,Cantonment,sublocality,26.7878,80.9672,26.8069878,80.9484195
169,Cantonment,Cantonment,political,26.7878,80.9672,26.8069878,80.9484195
170,Akshaayush,"D-1108 Omaxe City Lucknow, Omaxe City, Lucknow",lodging,26.75589,80.92925,26.7568157,80.9267380
171,Akshaayush,"D-1108 Omaxe City Lucknow, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7568157,80.9267380
172,Akshaayush,"D-1108 Omaxe City Lucknow, Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7568157,80.9267380
173,Aliya Villa,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",general_contractor,26.75589,80.92925,26.7569655,80.9302059
174,Aliya Villa,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7569655,80.9302059
175,Aliya Villa,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7569655,80.9302059
176,Maxfort School dwarka,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",school,26.75589,80.92925,26.7563566,80.9309642
177,Maxfort School dwarka,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7563566,80.9309642
178,Maxfort School dwarka,"Type 5-20, New Campus SGPGIMS, Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7563566,80.9309642
179,Excellia School - Best CBSE school in Lucknow,"Street Number 1, Omaxe City , Opposite Ambadekar University,, Shahid Path, Raebareli Road, Lucknow",school,26.75589,80.92925,26.7549900,80.9275620
180,Excellia School - Best CBSE school in Lucknow,"Street Number 1, Omaxe City , Opposite Ambadekar University,, Shahid Path, Raebareli Road, Lucknow",point_of_interest,26.75589,80.92925,26.7549900,80.9275620
181,Excellia School - Best CBSE school in Lucknow,"Street Number 1, Omaxe City , Opposite Ambadekar University,, Shahid Path, Raebareli Road, Lucknow",establishment,26.75589,80.92925,26.7549900,80.9275620
182,Air Sales Corporation,"Unnamed Road, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7561662,80.9262195
183,Air Sales Corporation,"Unnamed Road, Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7561662,80.9262195
184,Swami Vivekanand Girls Degree College,"Omaxe City, Lucknow",university,26.75589,80.92925,26.7590323,80.9309920
185,Swami Vivekanand Girls Degree College,"Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7590323,80.9309920
186,Swami Vivekanand Girls Degree College,"Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7590323,80.9309920
187,SnD Trading Company,"near Ramabai park, Road Number 1, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7576471,80.9257296
188,SnD Trading Company,"near Ramabai park, Road Number 1, Omaxe City, Lucknow",establishment,26.75589,80.92925,26.7576471,80.9257296
189,Lucknow Chikan Wholesale,"D-791, Raibareli Road, Omaxe City, Lucknow",point_of_interest,26.75589,80.92925,26.7593605,80.9274944
